Position,min,max
29,300,600
28,300,700
27,300,600
26,300,700
25,300,600
24,300,700
23,300,700
22,300,700
21,300,700
20,400,700
19,400,700
18,400,600
17,400,700
16,400,700
15,400,700
14,500,700
13,500,700
12,600,700
11,500,700
10,600,700
9,600,700
8,10000,-1
7,600,700
6,10000,-1
5,700,700
4,10000,-1
3,10000,-1
2,700,700
1,700,700
