Position,min,max
380,200,600
370,200,700
360,300,600
350,300,600
340,300,800
330,300,600
320,300,800
310,300,900
300,300,800
290,300,800
280,300,900
270,300,800
260,300,900
250,400,900
240,400,700
230,400,900
220,400,800
210,500,900
200,500,800
190,500,800
180,500,800
170,500,700
160,500,900
150,500,800
140,700,700
130,600,900
120,600,800
110,600,900
100,600,700
90,600,700
80,700,700
70,700,700
60,700,700
50,700,700
40,700,700
30,700,700
20,700,700
10,700,700
