Position,min,max
29,200,500
28,200,700
27,200,600
26,200,600
25,200,600
24,300,500
23,300,600
22,300,700
21,300,700
20,300,700
19,300,600
18,300,800
17,300,700
16,300,600
15,300,600
14,300,500
13,400,600
12,400,500
11,500,500
10,400,500
9,400,500
8,10000,-1
7,10000,-1
6,500,500
5,500,500
4,500,500
3,500,500
2,500,500
1,500,500
