Position,min,max
380,200,600
370,200,600
360,200,600
350,200,600
340,200,700
330,200,600
320,200,700
310,200,600
300,200,700
290,200,700
280,200,700
270,200,700
260,200,700
250,200,600
240,200,600
230,200,700
220,200,500
210,200,600
200,200,500
190,300,500
180,300,500
170,300,400
160,300,400
150,300,400
140,300,400
130,300,400
120,300,300
110,300,400
100,300,300
90,300,300
80,300,300
70,300,300
60,300,300
50,300,300
40,300,300
30,300,300
20,300,300
10,300,300
