Position,min,max
380,300,700
370,200,600
360,300,700
350,300,700
340,300,700
330,300,800
320,300,800
310,300,800
300,300,700
290,300,900
280,300,900
270,300,800
260,300,900
250,400,800
240,300,800
230,400,900
220,400,800
210,300,800
200,400,800
190,400,800
180,400,700
170,400,900
160,400,800
150,500,700
140,500,800
130,600,700
120,600,700
110,600,700
100,700,700
90,700,700
80,600,600
70,600,700
60,700,800
50,700,700
40,700,700
30,700,700
20,10000,-1
10,700,700
