Position,min,max
290,200,400
280,200,400
270,200,400
260,200,400
250,200,400
240,200,500
230,200,500
220,200,500
210,200,500
200,200,500
190,200,500
180,300,500
170,300,500
160,300,400
150,300,400
140,300,400
130,300,400
120,300,400
110,300,400
100,300,400
90,300,400
80,300,300
70,300,300
60,300,300
50,300,300
40,300,300
30,300,300
20,300,300
10,300,300
