Position,min,max
290,300,600
280,300,600
270,300,700
260,300,700
250,300,700
240,300,700
230,300,700
220,300,800
210,400,800
200,400,800
190,400,800
180,400,800
170,400,800
160,400,700
150,600,800
140,500,800
130,600,800
120,600,800
110,600,800
100,600,600
90,600,600
80,600,600
70,10000,-1
60,10000,-1
50,10000,-1
40,700,700
30,700,700
20,700,700
10,700,700
