Position,min,max
380,200,600
370,200,600
360,200,600
350,200,700
340,200,600
330,200,700
320,200,700
310,300,700
300,300,800
290,300,800
280,300,800
270,300,800
260,300,800
250,300,700
240,300,800
230,300,700
220,300,700
210,300,700
200,300,700
190,300,700
180,300,700
170,300,700
160,300,600
150,300,500
140,400,600
130,400,600
120,400,500
110,400,500
100,400,600
90,400,600
80,400,500
70,500,500
60,500,500
50,500,500
40,10000,-1
30,500,500
20,500,500
10,500,500
