Position,min,max
290,200,600
280,200,600
270,200,600
260,300,700
250,300,600
240,300,700
230,300,700
220,300,700
210,300,700
200,300,700
190,300,700
180,300,700
170,300,700
160,400,700
150,400,700
140,400,700
130,400,700
120,400,500
110,10000,-1
100,400,500
90,500,500
80,10000,-1
70,500,500
60,500,500
50,500,500
40,500,500
30,500,500
20,500,500
10,500,500
